Go_Term,Name
GO:0018996,"molting cycle, collagen and cuticulin-based cuticle"
GO:0005310,dicarboxylic acid transmembrane transporter activity
GO:0015116,sulfate transmembrane transporter activity
GO:0015117,thiosulfate transmembrane transporter activity
GO:0015131,oxaloacetate transmembrane transporter activity
GO:0015140,malate transmembrane transporter activity
GO:0015141,succinate transmembrane transporter activity
GO:0015297,antiporter activity
GO:0008272,sulfate transport
GO:0015709,thiosulfate transport
GO:0015729,oxaloacetate transport
GO:0071422,succinate transmembrane transport
GO:0071423,malate transmembrane transport
GO:1902356,oxaloacetate(2-) transmembrane transport
GO:1902358,sulfate transmembrane transport
GO:0001649,osteoblast differentiation
GO:0009953,dorsal/ventral pattern formation
GO:0030514,negative regulation of BMP signaling pathway
GO:0045596,negative regulation of cell differentiation
GO:0000302,response to reactive oxygen species
GO:0006950,response to stress
GO:0008330,protein tyrosine/threonine phosphatase activity
GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity
GO:0033550,MAP kinase tyrosine phosphatase activity
GO:0008534,oxidized purine nucleobase lesion DNA N-glycosylase activity
GO:0034039,"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity"
GO:0140078,class I DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0140097,"catalytic activity, acting on DNA"
GO:0004609,phosphatidylserine decarboxylase activity
GO:0016540,protein autoprocessing
GO:0006446,regulation of translational initiation
GO:0043065,positive regulation of apoptotic process
GO:0032456,endocytic recycling
GO:0046935,1-phosphatidylinositol-3-kinase regulator activity
GO:0009968,negative regulation of signal transduction
GO:0031297,replication fork processing
GO:0033299,secretion of lysosomal enzymes
GO:0042162,telomeric DNA binding
GO:0000723,telomere maintenance
GO:0006303,double-strand break repair via nonhomologous end joining
GO:0044281,small molecule metabolic process
GO:0016404,15-hydroxyprostaglandin dehydrogenase (NAD+) activity
GO:0006693,prostaglandin metabolic process
GO:0038203,TORC2 signaling
GO:0007605,sensory perception of sound
GO:0070085,glycosylation
GO:0005324,long-chain fatty acid transporter activity
GO:0042626,ATPase-coupled transmembrane transporter activity
GO:0140359,ABC-type transporter activity
GO:0015910,long-chain fatty acid import into peroxisome
GO:0042760,very long-chain fatty acid catabolic process
GO:0004866,endopeptidase inhibitor activity
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c"
GO:0015035,protein-disulfide reductase activity
GO:0043542,endothelial cell migration
GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity
GO:0030976,thiamine pyrophosphate binding
GO:0050839,cell adhesion molecule binding
GO:0016236,macroautophagy
GO:0042543,protein N-linked glycosylation via arginine
GO:0006998,nuclear envelope organization
GO:0051664,nuclear pore localization
GO:0090435,protein localization to nuclear envelope
GO:0006936,muscle contraction
GO:0042609,CD4 receptor binding
GO:0005261,monoatomic cation channel activity
GO:1903475,mitotic actomyosin contractile ring assembly
GO:0004514,nicotinate-nucleotide diphosphorylase (carboxylating) activity
GO:0019363,pyridine nucleotide biosynthetic process
GO:0034213,quinolinate catabolic process
GO:1903292,protein localization to Golgi membrane
GO:0008379,thioredoxin peroxidase activity
GO:0016209,antioxidant activity
GO:0140824,thioredoxin-dependent peroxiredoxin activity
GO:0042744,hydrogen peroxide catabolic process
GO:0045454,cell redox homeostasis
GO:0006956,complement activation
GO:0031490,chromatin DNA binding
GO:0006272,leading strand elongation
GO:0019887,protein kinase regulator activity
GO:0006359,regulation of transcription by RNA polymerase III
GO:0051171,regulation of nitrogen compound metabolic process
GO:0080090,regulation of primary metabolic process
GO:0044390,ubiquitin-like protein conjugating enzyme binding
GO:0031629,synaptic vesicle fusion to presynaptic active zone membrane
GO:0048278,vesicle docking
GO:0030729,acetoacetate-CoA ligase activity
GO:0032024,positive regulation of insulin secretion
GO:0000054,ribosomal subunit export from nucleus
GO:0006913,nucleocytoplasmic transport
GO:0050188,phosphoenolpyruvate mutase activity
GO:0003937,IMP cyclohydrolase activity
GO:0004643,phosphoribosylaminoimidazolecarboxamide formyltransferase activity
GO:0034499,late endosome to Golgi transport
GO:0008312,7S RNA binding
GO:0030942,endoplasmic reticulum signal peptide binding
GO:0006614,SRP-dependent cotranslational protein targeting to membrane
GO:0045047,protein targeting to ER
GO:0008253,5'-nucleotidase activity
GO:0106411,XMP 5'-nucleosidase activity
GO:0009117,nucleotide metabolic process
GO:0005344,oxygen carrier activity
GO:0019825,oxygen binding
GO:0015671,oxygen transport
GO:0044255,cellular lipid metabolic process
GO:0004707,MAP kinase activity
GO:0009306,protein secretion
GO:0031397,negative regulation of protein ubiquitination
GO:0003925,G protein activity
GO:0032488,Cdc42 protein signal transduction
GO:0051130,positive regulation of cellular component organization
GO:0051489,regulation of filopodium assembly
GO:0099563,modification of synaptic structure
GO:0036402,proteasome-activating activity
GO:1901800,positive regulation of proteasomal protein catabolic process
GO:0050953,sensory perception of light stimulus
GO:0035252,UDP-xylosyltransferase activity
GO:0140560,"xylosyl alpha-1,3-xylosyltransferase activity"
GO:0016266,O-glycan processing
GO:0004303,estradiol 17-beta-dehydrogenase [NAD(P)] activity
GO:0006706,steroid catabolic process
GO:0008209,androgen metabolic process
GO:0008210,estrogen metabolic process
GO:0016433,rRNA (adenine) methyltransferase activity
GO:0042255,ribosome assembly
GO:0004126,cytidine deaminase activity
GO:0042802,identical protein binding
GO:0047844,deoxycytidine deaminase activity
GO:0009972,cytidine deamination
GO:0001733,galactosylceramide sulfotransferase activity
GO:0050694,galactose 3-O-sulfotransferase activity
GO:0009247,glycolipid biosynthetic process
GO:0004795,threonine synthase activity
GO:0009071,serine family amino acid catabolic process
GO:0009088,threonine biosynthetic process
GO:0046360,2-oxobutyrate biosynthetic process
GO:0008949,oxalyl-CoA decarboxylase activity
GO:0001561,fatty acid alpha-oxidation
GO:0033611,oxalate catabolic process
GO:0004972,NMDA glutamate receptor activity
GO:0008066,glutamate receptor activity
GO:0042221,response to chemical
GO:0003726,double-stranded RNA adenosine deaminase activity
GO:0008251,tRNA-specific adenosine deaminase activity
GO:0006382,adenosine to inosine editing
GO:0035197,siRNA binding
GO:0030422,siRNA processing
GO:0070920,regulation of regulatory ncRNA processing
GO:0004559,alpha-mannosidase activity
GO:0006013,mannose metabolic process
GO:0070411,I-SMAD binding
GO:0060395,SMAD protein signal transduction
GO:0061501,"2',3'-cyclic GMP-AMP synthase activity"
GO:1990050,phosphatidic acid transfer activity
GO:0015914,phospholipid transport
GO:0120009,intermembrane lipid transfer
GO:0004392,heme oxygenase (decyclizing) activity
GO:0006788,heme oxidation
GO:0042167,heme catabolic process
GO:0030272,5-formyltetrahydrofolate cyclo-ligase activity
GO:0009396,folic acid-containing compound biosynthetic process
GO:0035999,tetrahydrofolate interconversion
GO:0002244,hematopoietic progenitor cell differentiation
GO:0030159,signaling receptor complex adaptor activity
GO:0008111,alpha-methylacyl-CoA racemase activity
GO:0008206,bile acid metabolic process
GO:0051170,import into nucleus
GO:0004332,fructose-bisphosphate aldolase activity
GO:0036374,glutathione hydrolase activity
GO:0006751,glutathione catabolic process
GO:0140944,histone H4K20 monomethyltransferase activity
GO:0043516,"regulation of DNA damage response, signal transduction by p53 class mediator"
GO:0045444,fat cell differentiation
GO:0045661,regulation of myoblast differentiation
GO:0019439,aromatic compound catabolic process
GO:0070131,positive regulation of mitochondrial translation
GO:0050178,phenylpyruvate tautomerase activity
GO:0035529,NADH pyrophosphatase activity
GO:0047631,ADP-ribose diphosphatase activity
GO:0008157,protein phosphatase 1 binding
GO:2001069,glycogen binding
GO:0005979,regulation of glycogen biosynthetic process
GO:0045597,positive regulation of cell differentiation
GO:0001113,transcription open complex formation at RNA polymerase II promoter
GO:0030414,peptidase inhibitor activity
GO:0050121,N-acylglucosamine 2-epimerase activity
GO:0061593,sulfoquinovose isomerase activity
GO:0006051,N-acetylmannosamine metabolic process
GO:0061720,6-sulfoquinovose(1-) catabolic process to glycerone phosphate and 3-sulfolactaldehyde
GO:0006740,NADPH regeneration
GO:0004747,ribokinase activity
GO:0006014,D-ribose metabolic process
GO:0019303,D-ribose catabolic process
GO:0030295,protein kinase activator activity
GO:0004478,methionine adenosyltransferase activity
GO:0006556,S-adenosylmethionine biosynthetic process
GO:0006730,one-carbon metabolic process
GO:0010521,telomerase inhibitor activity
GO:0001933,negative regulation of protein phosphorylation
GO:0010821,regulation of mitochondrion organization
GO:1900407,regulation of cellular response to oxidative stress
GO:0030627,pre-mRNA 5'-splice site binding
GO:0000395,mRNA 5'-splice site recognition
GO:0042287,MHC protein binding
GO:0002495,antigen processing and presentation of peptide antigen via MHC class II
GO:0140297,DNA-binding transcription factor binding
GO:0043236,laminin binding
GO:0002009,morphogenesis of an epithelium
GO:0016203,muscle attachment
GO:0021675,nerve development
GO:0008887,glycerate kinase activity
GO:0052905,tRNA (guanosine(9)-N1)-methyltransferase activity
GO:0016052,carbohydrate catabolic process
GO:0097602,cullin family protein binding
GO:1904263,positive regulation of TORC1 signaling
GO:0004476,mannose-6-phosphate isomerase activity
GO:0009298,GDP-mannose biosynthetic process
GO:0017116,single-stranded DNA helicase activity
GO:0003678,DNA helicase activity
GO:0006271,DNA strand elongation involved in DNA replication
GO:0032508,DNA duplex unwinding
GO:0061640,cytoskeleton-dependent cytokinesis
GO:0009142,nucleoside triphosphate biosynthetic process
GO:0008413,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity"
GO:0042262,DNA protection
GO:0004198,calcium-dependent cysteine-type endopeptidase activity
GO:0007096,regulation of exit from mitosis
GO:0032467,positive regulation of cytokinesis
GO:0004833,"tryptophan 2,3-dioxygenase activity"
GO:0033754,"indoleamine 2,3-dioxygenase activity"
GO:0006569,tryptophan catabolic process
GO:0019441,tryptophan catabolic process to kynurenine
GO:0034354,'de novo' NAD biosynthetic process from tryptophan
GO:0032008,positive regulation of TOR signaling
GO:0071230,cellular response to amino acid stimulus
GO:0000380,"alternative mRNA splicing, via spliceosome"
GO:0000280,nuclear division
GO:0098863,nuclear migration by microtubule mediated pushing forces
GO:0048306,calcium-dependent protein binding
GO:0004090,carbonyl reductase (NADPH) activity
GO:0050038,L-xylulose reductase (NADP+) activity
GO:0005997,xylulose metabolic process
GO:0007039,protein catabolic process in the vacuole
GO:0045721,negative regulation of gluconeogenesis
GO:0005080,protein kinase C binding
GO:0019904,protein domain specific binding
GO:0002092,positive regulation of receptor internalization
GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation
GO:0043113,receptor clustering
GO:0097062,dendritic spine maintenance
GO:0033615,mitochondrial proton-transporting ATP synthase complex assembly
GO:0043461,proton-transporting ATP synthase complex assembly
GO:0010458,exit from mitosis
GO:0010994,free ubiquitin chain polymerization
GO:1904668,positive regulation of ubiquitin protein ligase activity
GO:0004353,glutamate dehydrogenase [NAD(P)+] activity
GO:0004354,glutamate dehydrogenase (NADP+) activity
GO:0016639,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor"
GO:0006537,glutamate biosynthetic process
GO:0032526,response to retinoic acid
GO:0048742,regulation of skeletal muscle fiber development
GO:0004145,diamine N-acetyltransferase activity
GO:0019809,spermidine binding
GO:0032918,spermidine acetylation
GO:0008967,phosphoglycolate phosphatase activity
GO:0008441,"3'(2'),5'-bisphosphate nucleotidase activity"
GO:0000103,sulfate assimilation
GO:0050427,3'-phosphoadenosine 5'-phosphosulfate metabolic process
GO:0008254,3'-nucleotidase activity
GO:0061024,membrane organization
GO:0042157,lipoprotein metabolic process
GO:0004865,protein serine/threonine phosphatase inhibitor activity
GO:0035196,miRNA processing
GO:0035308,negative regulation of protein dephosphorylation
GO:0051237,maintenance of RNA location
GO:0004362,glutathione-disulfide reductase (NADP) activity
GO:0004791,thioredoxin-disulfide reductase (NADP) activity
GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
GO:0032027,myosin light chain binding
GO:0004614,phosphoglucomutase activity
GO:0016868,intramolecular phosphotransferase activity
GO:0004862,cAMP-dependent protein kinase inhibitor activity
GO:0008603,cAMP-dependent protein kinase regulator activity
GO:0030552,cAMP binding
GO:0034236,protein kinase A catalytic subunit binding
GO:0001932,regulation of protein phosphorylation
GO:0006384,transcription initiation at RNA polymerase III promoter
GO:0004879,nuclear receptor activity
GO:0030522,intracellular receptor signaling pathway
GO:0008139,nuclear localization sequence binding
GO:0006607,NLS-bearing protein import into nucleus
GO:0007420,brain development
GO:0001736,establishment of planar polarity
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway"
GO:0072657,protein localization to membrane
GO:0004144,diacylglycerol O-acyltransferase activity
GO:0019148,D-cysteine desulfhydrase activity
GO:0047598,7-dehydrocholesterol reductase activity
GO:0016132,brassinosteroid biosynthetic process
GO:1901617,organic hydroxy compound biosynthetic process
GO:0008296,3'-5'-DNA exonuclease activity
GO:0006259,DNA metabolic process
GO:0008422,beta-glucosidase activity
GO:0004146,dihydrofolate reductase activity
GO:0046452,dihydrofolate metabolic process
