"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","protein","domain"
"Nvec-vc1.1-XM-001624274.3",9.21315442927768e-185,1.68034550948997,0.994,0.794,1.52339508488106e-180,"1","Nvec-vc1.1-XM-001624274.3","",""
"Nvec-vc1.1-XM-048721665.1",3.3599776735459e-166,-3.48701442229044,0.253,0.816,5.55572308320814e-162,"1","Nvec-vc1.1-XM-048721665.1","",""
"Nvec-vc1.1-XM-001641184.3",2.38879033035759e-163,-3.19059531718065,0.496,0.904,3.94986481124627e-159,"1","Nvec-vc1.1-XM-001641184.3","","ShK/ShK/"
"Nvec-vc1.1-XM-032384093.2",8.74470915582156e-161,-2.75893532967203,0.324,0.844,1.44593765891509e-156,"1","Nvec-vc1.1-XM-032384093.2","ACTB","Actin/"
"Nvec-vc1.1-XM-048727073.1",1.504199700834e-152,2.47307618561765,0.783,0.311,2.48719420532902e-148,"1","Nvec-vc1.1-XM-048727073.1","SUSD2","NIDO/AMOP/VWD/Sushi/"
"Nvec-vc1.1-XM-032363373.2",2.40650766823844e-148,-1.81987818983135,0.686,0.955,3.97916042943226e-144,"1","Nvec-vc1.1-XM-032363373.2","CALM3","EF-hand_7/EF-hand_7/"
"Nvec-vc1.1-XM-048726696.1",1.6110198707707e-136,3.60747615378132,0.407,0.057,2.66382135631934e-132,"1","Nvec-vc1.1-XM-048726696.1","LAMA3","Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/"
"Nvec-vc1.1-XM-001629447.3",4.85377182080495e-135,-2.82872043360087,0.196,0.732,8.02571170570099e-131,"1","Nvec-vc1.1-XM-001629447.3","",""
"Nvec-vc1.1-XM-032365937.2",1.19441727240021e-134,5.12474576173485,0.321,0.024,1.97496895991375e-130,"1","Nvec-vc1.1-XM-032365937.2","",""
"Nvec-vc1.1-XM-032386287.2",2.00108733045666e-131,3.02373140099444,0.458,0.085,3.30879790091009e-127,"1","Nvec-vc1.1-XM-032386287.2","",""
"Nvec-vc1.1-XM-032366571.2",2.67496956801236e-129,4.4278724918199,0.289,0.017,4.42306218070844e-125,"1","Nvec-vc1.1-XM-032366571.2","NGB","Globin/"
"Nvec-vc1.1-XM-048724280.1",8.07892951427966e-121,4.35285710275889,0.291,0.022,1.33585099518614e-116,"1","Nvec-vc1.1-XM-048724280.1","ITGAV","VCBS/Integrin_alpha2/"
"Nvec-vc1.1-XM-048726227.1",6.1990118764895e-120,3.68168592483013,0.337,0.038,1.02500661377754e-115,"1","Nvec-vc1.1-XM-048726227.1","","Laminin_G_3/"
"Nvec-vc1.1-XM-048727961.1",4.65988159835505e-118,2.97723378939173,0.397,0.064,7.70511422288007e-114,"1","Nvec-vc1.1-XM-048727961.1","",""
"Nvec-vc1.1-XM-048729276.1",5.65716400719714e-115,3.314939749718,0.409,0.074,9.35412068590047e-111,"1","Nvec-vc1.1-XM-048729276.1","LBP","LBP_BPI_CETP/LBP_BPI_CETP_C/"
"Nvec-NVE10399",2.39420284013819e-113,2.7992002003341,0.437,0.086,3.9588143961685e-109,"1","Nvec-NVE10399","",""
"Nvec-vc1.1-XM-001626284.3",3.89835376219705e-112,3.82001109847167,0.358,0.053,6.44592794579282e-108,"1","Nvec-vc1.1-XM-001626284.3","","SAA/"
"Nvec-vc1.1-XM-032369933.2",4.78332968878904e-110,4.28751249831771,0.262,0.019,7.90923564041267e-106,"1","Nvec-vc1.1-XM-032369933.2","DIRAS1","Ras/"
"Nvec-vc1.1-XM-001641991.3",5.75061576500197e-109,2.33357469552844,0.495,0.121,9.50864316743076e-105,"1","Nvec-vc1.1-XM-001641991.3","","LPMO_10/"
"Nvec-vc1.1-XM-032378991.2",7.52076260211807e-107,2.23344690782041,0.486,0.116,1.24355809626022e-102,"1","Nvec-vc1.1-XM-032378991.2","",""
"Nvec-vc1.1-XM-032385537.2",6.75839773717253e-106,1.46658292006574,0.925,0.624,1.11750106584148e-101,"1","Nvec-vc1.1-XM-032385537.2","GBP3","GBP/Peptidase_S74/"
"Nvec-vc1.1-XM-032381020.2",5.06159916722048e-103,3.38809557653512,0.345,0.055,8.36935422299906e-99,"1","Nvec-vc1.1-XM-032381020.2","ZIC4","zf_ZIC/zf-C2H2/zf-C2H2/"
"Nvec-vc1.1-XM-001637026.3",1.89256493799304e-101,-2.63637909333785,0.245,0.682,3.12935612497149e-97,"1","Nvec-vc1.1-XM-001637026.3","ACTB","Actin/"
"Nvec-vc1.1-XM-032361849.2",8.19002325356126e-100,2.38864989526483,0.426,0.094,1.35422034497635e-95,"1","Nvec-vc1.1-XM-032361849.2","ELK1","Ets/"
"Nvec-vc1.1-XM-032362351.2",1.58467372692252e-98,2.07491975003647,0.492,0.134,2.62025800746639e-94,"1","Nvec-vc1.1-XM-032362351.2","","MFS_1/MFS_1/"
"Nvec-vc1.1-XM-001634866.3",2.39555956586994e-96,-1.48410761419765,0.56,0.868,3.96105774216594e-92,"1","Nvec-vc1.1-XM-001634866.3","CUZD1","Zona_pellucida/"
"Nvec-vc1.1-XM-032384891.2",2.52515924029969e-96,3.14277720549266,0.381,0.077,4.17535080383553e-92,"1","Nvec-vc1.1-XM-032384891.2","HSPG2","Collagen/Collagen/Ig_3/Ig_3/Ig_3/Lectin_C/"
"Nvec-vc1.1-XM-048733868.1",2.3508337543254e-95,3.1801892099639,0.39,0.087,3.88710361277706e-91,"1","Nvec-vc1.1-XM-048733868.1","MPEG1","MACPF/"
"Nvec-vc1.1-XM-001633845.3",5.33581567271625e-95,1.66997759080217,0.902,0.717,8.82277121483633e-91,"1","Nvec-vc1.1-XM-001633845.3","CASP3","CARD/Peptidase_C14/"
"Nvec-vc1.1-XM-001640356.3",4.2660597254047e-94,3.51435441781518,0.262,0.027,7.05392975595667e-90,"1","Nvec-vc1.1-XM-001640356.3","NPFFR2","7tm_1/"
"Nvec-vc1.1-XM-001631860.3",6.98648119128284e-92,-3.52145475661501,0.076,0.513,1.15521466497862e-87,"1","Nvec-vc1.1-XM-001631860.3","CD63","Tetraspanin/"
"Nvec-vc1.1-XM-032387219.2",8.74056629295212e-92,3.2924765652133,0.295,0.042,1.44525263653963e-87,"1","Nvec-vc1.1-XM-032387219.2","HRH2","7tm_1/"
"Nvec-vc1.1-XM-048733915.1",1.43931351115512e-90,-0.954947482089275,0.94,0.988,2.37990489069499e-86,"1","Nvec-vc1.1-XM-048733915.1","",""
"Nvec-vc1.1-XM-032379586.2",5.33170650649982e-89,2.47162895203419,0.329,0.058,8.81597670849745e-85,"1","Nvec-vc1.1-XM-032379586.2","FBXL13","F-box-like/LRR_6/LRR_6/"
"Nvec-vc1.1-XM-032382358.2",5.29182219493651e-88,-2.63632526477078,0.223,0.638,8.75002799932752e-84,"1","Nvec-vc1.1-XM-032382358.2","",""
"Nvec-vc1.1-XM-032364306.2",7.08962668045488e-87,2.48662547412278,0.355,0.074,1.17226977161321e-82,"1","Nvec-vc1.1-XM-032364306.2","VAT1","ADH_N/ADH_zinc_N_2/"
"Nvec-NVE12939",1.54504741861388e-86,2.7179733601017,0.397,0.092,2.55473590667805e-82,"1","Nvec-NVE12939","","Macin/"
"Nvec-vc1.1-XM-001640826.3",1.28497721379498e-85,-0.942546666394281,0.858,0.966,2.12470982301e-81,"1","Nvec-vc1.1-XM-001640826.3","SNRPG","LSM/"
"Nvec-vc1.1-XM-001633167.3",7.00441008467926e-85,1.40422918556084,0.822,0.457,1.15817920750172e-80,"1","Nvec-vc1.1-XM-001633167.3","",""
"Nvec-vc1.1-XM-001640033.3",3.04462299827392e-82,-0.883639315076923,0.948,0.991,5.03428412764592e-78,"1","Nvec-vc1.1-XM-001640033.3","",""
"Nvec-vc1.1-XM-001641405.3",3.33268732530091e-81,0.714209271402996,0.991,0.974,5.51059849238505e-77,"1","Nvec-vc1.1-XM-001641405.3","SEC61B","Sec61_beta/"
"Nvec-vc1.1-XM-001626451.3",3.69837939049431e-80,2.39897600753932,0.377,0.094,6.11527032218234e-76,"1","Nvec-vc1.1-XM-001626451.3","HVCN1","Ion_trans/"
"Nvec-vc1.1-XM-001623946.3",3.31367481663527e-79,2.31489465971764,0.403,0.106,5.47916130930641e-75,"1","Nvec-vc1.1-XM-001623946.3","PROP1","Homeodomain/"
"Nvec-vc1.1-XM-001629243.3",7.48153820010002e-79,-1.72074356003382,0.406,0.742,1.23707234138654e-74,"1","Nvec-vc1.1-XM-001629243.3","","Tropomyosin/"
"Nvec-vc1.1-XM-032371649.2",1.3132370989675e-78,3.1034671584477,0.271,0.043,2.17143754314276e-74,"1","Nvec-vc1.1-XM-032371649.2","PCSK5","S8_pro-domain/Peptidase_S8/P_proprotein/GF_recep_IV/GF_recep_IV/"
"Nvec-vc1.1-XM-001640276.2",1.59266801769015e-78,-1.30664369649077,0.548,0.838,2.63347656725067e-74,"1","Nvec-vc1.1-XM-001640276.2","NDUFAB1","PP-binding/"
"Nvec-vc1.1-XM-048725566.1",2.44775553050645e-77,2.67699339761916,0.298,0.055,4.04736376969241e-73,"1","Nvec-vc1.1-XM-048725566.1","",""
"Nvec-vc1.1-XM-048724757.1",3.80063313595258e-77,1.59456024963468,0.656,0.319,6.28434689029759e-73,"1","Nvec-vc1.1-XM-048724757.1","GFPT1","GATase_6/SIS/SIS/"
"Nvec-vc1.1-XM-032381908.2",9.76035936414248e-77,2.31313521672416,0.312,0.06,1.61387542086096e-72,"1","Nvec-vc1.1-XM-032381908.2","HAND2","HLH/"
"Nvec-vc1.1-XM-048725824.1",1.04307088445325e-74,-3.29713399257799,0.075,0.457,1.72471770744344e-70,"1","Nvec-vc1.1-XM-048725824.1","CALML6","EF-hand_7/EF-hand_7/"
"Nvec-vc1.1-XM-032362227.2",2.57538236801328e-74,-2.40212711643845,0.161,0.554,4.25839474550995e-70,"1","Nvec-vc1.1-XM-032362227.2","",""
"Nvec-vc1.1-XM-032379825.2",5.47354769513697e-74,2.74662817529547,0.285,0.053,9.05051111390898e-70,"1","Nvec-vc1.1-XM-032379825.2","",""
"Nvec-vc1.1-XM-048726161.1",2.37027557884091e-72,1.36052452152752,0.715,0.374,3.91925066961345e-68,"1","Nvec-vc1.1-XM-048726161.1","","Tae4/"
"Nvec-vc1.1-XM-048728453.1",4.0315516569699e-72,2.13639282710353,0.371,0.097,6.66617066479973e-68,"1","Nvec-vc1.1-XM-048728453.1","LHCGR","LRR_8/7tm_1/"
"Nvec-vc1.1-XM-001632975.3",3.40402900928245e-71,0.802673878970608,0.999,0.894,5.62856196684853e-67,"1","Nvec-vc1.1-XM-001632975.3","",""
"Nvec-vc1.1-XM-001628843.3",8.78255054752653e-71,0.937531431116825,0.928,0.797,1.45219473303351e-66,"1","Nvec-vc1.1-XM-001628843.3","P4HB","Thioredoxin/Thioredoxin_6/Thioredoxin/"
"Nvec-vc1.1-XM-032381945.2",3.19086564846071e-69,-2.86030409774601,0.106,0.471,5.27609634972979e-65,"1","Nvec-vc1.1-XM-032381945.2","COMMD5","COMM_domain/"
"Nvec-vc1.1-XM-032387290.2",1.28142866627835e-68,2.84362567749786,0.258,0.045,2.11884229969125e-64,"1","Nvec-vc1.1-XM-032387290.2","VWA5A","VIT/VWA_3/"
"Nvec-vc1.1-XM-048720625.1",3.1826830342887e-68,-1.77298621961727,0.305,0.665,5.26256639719637e-64,"1","Nvec-vc1.1-XM-048720625.1","","MARVEL/"
"Nvec-vc1.1-XM-048731560.1",3.76419063569537e-68,4.05092817933486,0.357,0.104,6.2240892161223e-64,"1","Nvec-vc1.1-XM-048731560.1","",""
"Nvec-vc1.1-XM-001639580.3",3.85034697771459e-68,-1.10750529963659,0.662,0.885,6.36654872765108e-64,"1","Nvec-vc1.1-XM-001639580.3","COX6A1","COX6A/"
"Nvec-vc1.1-XM-048727720.1",1.52238653987038e-67,1.49082138536064,0.573,0.238,2.51726614367567e-63,"1","Nvec-vc1.1-XM-048727720.1","",""
"Nvec-vc1.1-XM-048722947.1",2.18492274200595e-67,-2.97711967391291,0.075,0.436,3.61276975390685e-63,"1","Nvec-vc1.1-XM-048722947.1","",""
"Nvec-vc1.1-XM-048733547.1",2.52381833805377e-67,2.9721649981577,0.262,0.049,4.1731336219719e-63,"1","Nvec-vc1.1-XM-048733547.1","FSTL5","SPARC_Ca_bdg/"
"Nvec-vc1.1-XM-001640236.3",3.15455810665358e-66,2.19904022646758,0.317,0.075,5.21606182935169e-62,"1","Nvec-vc1.1-XM-001640236.3","PLEKHA6","PH/"
"Nvec-vc1.1-XM-001626082.3",1.23307154530519e-65,-2.30341940434965,0.165,0.527,2.03888380016213e-61,"1","Nvec-vc1.1-XM-001626082.3","",""
"Nvec-vc1.1-XM-001634862.3",1.29601677629013e-65,-3.5979108723866,0.049,0.393,2.14296373959573e-61,"1","Nvec-vc1.1-XM-001634862.3","","Tropomyosin/"
"Nvec-vc1.1-XM-001637235.3",2.67353722956354e-65,0.948867052022329,0.95,0.788,4.42069380908332e-61,"1","Nvec-vc1.1-XM-001637235.3","IFI44","Septin/"
"Nvec-vc1.1-XM-032361976.2",1.53759289964897e-64,1.59145374454162,0.56,0.259,2.54240985956957e-60,"1","Nvec-vc1.1-XM-032361976.2","IRF2","IRF/"
"Nvec-vc1.1-XM-048723235.1",4.96746785205922e-64,2.61541211024434,0.265,0.052,8.21370809337991e-60,"1","Nvec-vc1.1-XM-048723235.1","OIT3","EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_3/EGF_3/EGF_3/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_3/EGF_CA/EGF_3/EGF_CA/EGF_3/EGF_3/Zona_pellucida/"
"Nvec-vc1.1-XM-001633385.3",6.58776738990679e-63,-0.665300701882011,0.957,0.985,1.08928733792109e-58,"1","Nvec-vc1.1-XM-001633385.3","YWHAE","14-3-3/"
"Nvec-v1g185619",4.07145915023005e-61,-3.1218100242354,0.072,0.404,6.73215770490538e-57,"1","Nvec-v1g185619","DYNLRB2","Robl_LC7/"
"Nvec-vc1.1-XM-048721897.1",1.20491656551262e-60,1.27830522078487,0.617,0.294,1.99232954107511e-56,"1","Nvec-vc1.1-XM-048721897.1","",""
"Nvec-vc1.1-XM-048733167.1",1.91613246385938e-60,1.78006895179536,0.413,0.143,3.16832502899149e-56,"1","Nvec-vc1.1-XM-048733167.1","TRANK1",""
"Nvec-vc1.1-XM-001631546.3",3.95404005412239e-60,-2.8891701922134,0.112,0.45,6.53800522949137e-56,"1","Nvec-vc1.1-XM-001631546.3","ODF3","SHIPPO-rpt/SHIPPO-rpt/SHIPPO-rpt/SHIPPO-rpt/"
"Nvec-vc1.1-XM-032367348.2",2.05478283876772e-59,2.48095212350015,0.288,0.071,3.39758342390242e-55,"1","Nvec-vc1.1-XM-032367348.2","DLC1","RhoGAP/START/"
"Nvec-vc1.1-XM-001636460.3",4.39493660157133e-59,2.06402613882698,0.322,0.09,7.26702767069819e-55,"1","Nvec-vc1.1-XM-001636460.3","CNTN5","V-set/"
"Nvec-vc1.1-XM-048730287.1",2.02190781787112e-58,2.19643126652453,0.273,0.061,3.3432245768499e-54,"1","Nvec-vc1.1-XM-048730287.1","LAMB1","Laminin_N/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/"
"Nvec-vc1.1-XM-048719811.1",4.24806519740332e-58,2.25466954298944,0.289,0.072,7.0241758039064e-54,"1","Nvec-vc1.1-XM-048719811.1","CARD11","CARD/"
"Nvec-vc1.1-XM-001639319.3",4.71732635392919e-58,-2.62955795703937,0.094,0.424,7.80009912622191e-54,"1","Nvec-vc1.1-XM-001639319.3","MYL1","EF-hand_6/"
"Nvec-vc1.1-XM-032369445.2",8.7881519812391e-58,-1.07864809796815,0.603,0.839,1.45312093009789e-53,"1","Nvec-vc1.1-XM-032369445.2","","zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/zf-CCHC/"
"Nvec-vc1.1-XM-001631699.3",5.55967785049291e-57,1.80441801593036,0.377,0.123,9.19292732579003e-53,"1","Nvec-vc1.1-XM-001631699.3","RILPL1","Jnk-SapK_ap_N/RILP/"
"Nvec-vc1.1-XM-048728575.1",8.86037781049948e-57,-2.96726637408511,0.075,0.397,1.46506347096609e-52,"1","Nvec-vc1.1-XM-048728575.1","ADD1","Aldolase_II/"
"Nvec-vc1.1-XM-032369305.2",3.39947054112989e-56,-0.987839947316276,0.668,0.868,5.62102453975827e-52,"1","Nvec-vc1.1-XM-032369305.2","SNRPB","LSM/"
"Nvec-vc1.1-XM-032364164.2",5.99949861694154e-55,2.79346911058806,0.291,0.081,9.92017096311284e-51,"1","Nvec-vc1.1-XM-032364164.2","CEP350",""
"Nvec-vc1.1-XM-048733148.1",6.78109674997446e-55,0.904654867435746,0.863,0.597,1.12125434760828e-50,"1","Nvec-vc1.1-XM-048733148.1","",""
"Nvec-vc1.1-XM-001624370.3",1.10623798360044e-54,-0.959862229537433,0.74,0.903,1.82916450588333e-50,"1","Nvec-vc1.1-XM-001624370.3","ATP1B1","Na_K-ATPase/"
"Nvec-vc1.1-XM-032374710.2",2.82325274777723e-54,1.87418351651323,0.374,0.132,4.66824841844966e-50,"1","Nvec-vc1.1-XM-032374710.2","PRKCD","C1_1/C1_1/Pkinase/Pkinase_C/"
"Nvec-vc1.1-XM-048733219.1",3.44140748840117e-54,1.45102385718294,0.282,0.066,5.69036728207134e-50,"1","Nvec-vc1.1-XM-048733219.1","SPOCK2","SPARC_Ca_bdg/Thyroglobulin_1/"
"Nvec-vc1.1-XM-001627228.3",6.09717499990198e-54,1.85036761317414,0.351,0.112,1.00816788623379e-49,"1","Nvec-vc1.1-XM-001627228.3","","Neurensin/"
"Nvec-vc1.1-XM-048729186.1",6.15378851255502e-54,1.37574655479151,0.506,0.222,1.01752893055097e-49,"1","Nvec-vc1.1-XM-048729186.1","SPDEF","Ets/"
"Nvec-vc1.1-XM-001637813.3",1.97102909122355e-53,-2.12744563407934,0.191,0.504,3.25909660233815e-49,"1","Nvec-vc1.1-XM-001637813.3","","Usp/"
"Nvec-vc1.1-XM-032378126.2",2.92891520086661e-53,-1.64376418249107,0.286,0.599,4.84296128463293e-49,"1","Nvec-vc1.1-XM-032378126.2","CSRP1","LIM/LIM/"
"Nvec-vc1.1-XM-048728495.1",5.60368837338706e-53,-2.3378541741222,0.132,0.446,9.26569872539551e-49,"1","Nvec-vc1.1-XM-048728495.1","GSN","Gelsolin/Gelsolin/Gelsolin/"
"Nvec-vc1.1-XM-048719444.1",5.88254351608715e-53,-1.72525421204329,0.308,0.607,9.72678570385011e-49,"1","Nvec-vc1.1-XM-048719444.1","",""
"Nvec-vc1.1-XM-032375922.2",6.59113124803687e-53,-1.54105107235708,0.325,0.63,1.0898435518629e-48,"1","Nvec-vc1.1-XM-032375922.2","",""
"Nvec-vc1.1-XM-032384593.2",1.65844934927998e-52,2.69446936802681,0.256,0.061,2.74224599903445e-48,"1","Nvec-vc1.1-XM-032384593.2","ARF3","Arf/"
"Nvec-vc1.1-XM-032382726.2",2.25707377680899e-52,1.90025797757718,0.338,0.108,3.73207148995366e-48,"1","Nvec-vc1.1-XM-032382726.2","PLOD3",""
"Nvec-vc1.1-XM-032384594.2",9.88223296510987e-52,2.96887371486405,0.294,0.089,1.63402722078092e-47,"1","Nvec-vc1.1-XM-032384594.2","HK2","Hexokinase_1/Hexokinase_2/"
"Nvec-vc1.1-XM-048721492.1",1.42669844622441e-51,1.87958697340927,0.367,0.134,2.35904588083206e-47,"1","Nvec-vc1.1-XM-048721492.1","RPS6KA2","Pkinase/Pkinase_C/Pkinase/"
"Nvec-vc1.1-XM-048720901.1",2.31792422473134e-51,1.35511554831199,0.548,0.267,3.83268770559327e-47,"1","Nvec-vc1.1-XM-048720901.1","","TMEM151/"
"Nvec-vc1.1-XM-032372012.2",7.31466287250557e-51,-3.25580978143257,0.035,0.322,1.2094795059688e-46,"1","Nvec-vc1.1-XM-032372012.2","",""
"Nvec-vc1.1-XM-001625313.3",7.53850942701208e-51,-0.980802074159454,0.701,0.888,1.24649253375645e-46,"1","Nvec-vc1.1-XM-001625313.3","SNRPD2","LSM/"
"Nvec-vc1.1-XM-001621991.3",1.41030731471405e-50,-2.15025889239679,0.163,0.468,2.33194314487968e-46,"1","Nvec-vc1.1-XM-001621991.3","PAICS","SAICAR_synt/AIRC/"
"Nvec-vc1.1-XM-048734719.1",2.60118640670494e-50,0.947367046169563,0.786,0.542,4.30106172348662e-46,"1","Nvec-vc1.1-XM-048734719.1","TNIP1","CC2-LZ/"
"Nvec-vc1.1-XM-001641695.3",3.16511053318429e-50,1.92469012919856,0.317,0.1,5.23351026662022e-46,"1","Nvec-vc1.1-XM-001641695.3","STIM2","SAM_2/SOAR/"
"Nvec-vc1.1-XM-001637340.2",5.18105244408886e-50,-1.74743931840286,0.263,0.563,8.56687021630094e-46,"1","Nvec-vc1.1-XM-001637340.2","HPGDS","GST_N/GST_C_3/"
"Nvec-vc1.1-XM-001636076.3",7.96431632381646e-50,-3.10422999408874,0.049,0.336,1.31689970414305e-45,"1","Nvec-vc1.1-XM-001636076.3","","CDPS/"
"Nvec-vc1.1-XM-001633901.3",8.40029938498832e-50,1.98454577835403,0.309,0.096,1.38898950330782e-45,"1","Nvec-vc1.1-XM-001633901.3","TBX3","T-box/"
"Nvec-vc1.1-XM-001636780.3",2.48499410207339e-48,-2.83606394640129,0.062,0.345,4.10893774777835e-44,"1","Nvec-vc1.1-XM-001636780.3","MYL9","EF-hand_6/EF-hand_8/"
"Nvec-vc1.1-XM-032376933.1",2.69119992815387e-48,-2.14141115727393,0.151,0.451,4.44989908120243e-44,"1","Nvec-vc1.1-XM-032376933.1","TPPP2","p25-alpha/"
"Nvec-vc1.1-XM-048728853.1",5.87604823804742e-48,1.12330150189569,0.663,0.407,9.71604576161141e-44,"1","Nvec-vc1.1-XM-048728853.1","TLX1","Homeodomain/"
"Nvec-vc1.1-XM-048728203.1",1.25764649218491e-46,1.8484081625188,0.328,0.114,2.07951847482775e-42,"1","Nvec-vc1.1-XM-048728203.1","UNC13B","C2/C1_1/C2/DUF1041/Membr_traf_MHD/C2/"
"Nvec-vc1.1-XM-032372165.2",1.76921335905127e-46,1.83493695287909,0.311,0.101,2.92539428919128e-42,"1","Nvec-vc1.1-XM-032372165.2","",""
"Nvec-vc1.1-XM-032382339.2",8.38353438302388e-46,1.72209211096751,0.319,0.106,1.386217410233e-41,"1","Nvec-vc1.1-XM-032382339.2","PIK3AP1","DBB/"
"Nvec-vc1.1-XM-048734601.1",2.96027715204533e-45,1.90154403032415,0.278,0.083,4.89481827090695e-41,"1","Nvec-vc1.1-XM-048734601.1","","CARDB/CARDB/CARDB/CARDB/"
"Nvec-vc1.1-XM-001633054.3",1.19274746954798e-44,1.89469760143895,0.298,0.095,1.97220794089759e-40,"1","Nvec-vc1.1-XM-001633054.3","",""
"Nvec-vc1.1-XM-048730161.1",3.01546203374598e-44,1.43036045369958,0.57,0.321,4.98606647279897e-40,"1","Nvec-vc1.1-XM-048730161.1","FOS","bZIP_1/"
"Nvec-vc1.1-XM-048719751.1",3.37869209745293e-44,1.61206283253731,0.367,0.142,5.58666738313842e-40,"1","Nvec-vc1.1-XM-048719751.1","TECPR1","Hyd_WA/Hyd_WA/Hyd_WA/Pex24p/Hyd_WA/Hyd_WA/"
"Nvec-vc1.1-XM-048725091.1",3.86260778292596e-44,-2.20324563336867,0.131,0.413,6.38682196906808e-40,"1","Nvec-vc1.1-XM-048725091.1","","SAM_1/"
"Nvec-vc1.1-XM-032366427.2",6.61632356813483e-44,-1.7062651395312,0.224,0.509,1.09400910199109e-39,"1","Nvec-vc1.1-XM-032366427.2","CBX3","Chromo/Chromo_shadow/"
"Nvec-vc1.1-XM-032365815.2",1.72562647172331e-43,-1.85912312661094,0.183,0.469,2.85332337099449e-39,"1","Nvec-vc1.1-XM-032365815.2","",""
"Nvec-vc1.1-XM-032380631.2",2.06364280781022e-43,-1.53623752516579,0.25,0.543,3.4122333827142e-39,"1","Nvec-vc1.1-XM-032380631.2","","CD20/"
"Nvec-v1g237368",7.08249616344729e-43,-2.00219130426608,0.186,0.469,1.17109074062601e-38,"1","Nvec-v1g237368","MEIG1","Meiosis_expr/"
"Nvec-vc1.1-XM-048731958.1",2.58695721804795e-42,1.41772550778742,0.253,0.068,4.27753376004228e-38,"1","Nvec-vc1.1-XM-048731958.1","COL4A1","Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/Collagen/C4/C4/"
"Nvec-vc1.1-XM-001637351.3",4.1438088245949e-42,-1.98744353781655,0.256,0.517,6.85178789146766e-38,"1","Nvec-vc1.1-XM-001637351.3","C1orf194","DUF3695/"
"Nvec-vc1.1-XM-001639477.3",8.05571535213878e-42,-0.842095849215068,0.665,0.853,1.33201253347615e-37,"1","Nvec-vc1.1-XM-001639477.3","SNRPD3","LSM/"
"Nvec-vc1.1-XM-032370353.2",1.20880681941568e-41,1.4558036224514,0.535,0.298,1.99876207590383e-37,"1","Nvec-vc1.1-XM-032370353.2","SPAG1","TPR_16/TPR_8/TPR_8/TPR_16/RPAP3_C/"
"Nvec-vc1.1-XM-001623655.3",1.2284624872182e-41,2.0123066661666,0.285,0.094,2.0312627226153e-37,"1","Nvec-vc1.1-XM-001623655.3","ZC4H2","zf-C4H2/zf-C4H2/"
"Nvec-vc1.1-XM-048724238.1",2.40734290125667e-41,-2.3121875419841,0.105,0.369,3.98054148722791e-37,"1","Nvec-vc1.1-XM-048724238.1","","Usp/"
"Nvec-vc1.1-XM-048730851.1",2.18077866390552e-40,1.02203457577432,0.574,0.336,3.60591752076777e-36,"1","Nvec-vc1.1-XM-048730851.1","",""
"Nvec-vc1.1-XM-001633482.3",2.81788300295119e-40,-0.721287099477244,0.757,0.88,4.65936954537979e-36,"1","Nvec-vc1.1-XM-001633482.3","YBX3","CSD/"
"Nvec-vc1.1-XM-032384466.2",3.21201329870613e-40,-0.313738415611274,0.996,0.998,5.31106398941059e-36,"1","Nvec-vc1.1-XM-032384466.2","ATP5MC2","ATP-synt_C/"
"Nvec-vc1.1-XM-001633366.3",4.08035735483315e-40,1.77978803857685,0.265,0.082,6.74687088621661e-36,"1","Nvec-vc1.1-XM-001633366.3","SERINC1","Serinc/"
"Nvec-v1g206164",5.69104743206668e-40,-0.78726296077128,0.613,0.816,9.41014692892225e-36,"1","Nvec-v1g206164","BTG1","BTG/"
"Nvec-vc1.1-XM-001626691.3",6.14177525647539e-40,-1.64635797352806,0.207,0.485,1.01554253865821e-35,"1","Nvec-vc1.1-XM-001626691.3","EDF1","MBF1/HTH_3/"
"Nvec-vc1.1-XM-001631441.3",1.29217368779306e-39,2.12965494804369,0.306,0.111,2.13660919276583e-35,"1","Nvec-vc1.1-XM-001631441.3","",""
"Nvec-vc1.1-XM-032374889.2",1.61178104370738e-39,-1.79693673258967,0.178,0.448,2.66507995577016e-35,"1","Nvec-vc1.1-XM-032374889.2","",""
"Nvec-vc1.1-XM-001636512.3",2.00573766084572e-39,0.594108988728561,0.932,0.814,3.31648722220841e-35,"1","Nvec-vc1.1-XM-001636512.3","RPN1","Ribophorin_I/"
