"","Nvec","classification","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","protein","domain"
"1394","Nvec_vc1.1_XM_001634435.3","Nematostella-specific","Nvec-vc1.1-XM-001634435.3",3.82630652951786e-31,-1.04683275180574,0.089,0.169,6.32679784655778e-27,"CDK5RAP3","DUF773/DUF773/"
"1395","Nvec_vc1.1_XM_001634436.3","Nematostella-specific","Nvec-vc1.1-XM-001634436.3",1.15446036447317e-20,-0.698682251373978,0.122,0.196,1.90890021265639e-16,"SNAPC1","SNAPc_SNAP43/"
"1396","Nvec_vc1.1_XM_001634441.3","Nematostella-specific","Nvec-vc1.1-XM-001634441.3",2.14399666444677e-210,-1.40146136370153,0.263,0.572,3.54509848466273e-206,"","Usp/"
"1397","Nvec_vc1.1_XM_001634442.3","Divergent","Nvec-vc1.1-XM-001634442.3",3.18470643974344e-10,-0.655435708669608,0.064,0.102,5.26591209811577e-06,"DIS3L2","Rrp44_CSD1/OB_Dis3/RNB/Dis3l2_C_term/"
"1398","Nvec_vc1.1_XM_001634447.3","Nematostella-specific","Nvec-vc1.1-XM-001634447.3",2.44090487275801e-11,-0.892943237427544,0.04,0.075,4.03603620710538e-07,"ORC2","ORC2/"
"1399","Nvec_vc1.1_XM_001634474.3","Nematostella-specific","Nvec-vc1.1-XM-001634474.3",1.6779264326876e-07,-0.727783370774744,0.044,0.072,0.00277445135644894,"SDHAF3","Complex1_LYR_2/"
"1400","Nvec_vc1.1_XM_001634477.3","Nematostella-specific","Nvec-vc1.1-XM-001634477.3",1.34080639985006e-20,-0.962496808661629,0.07,0.13,2.21702338215208e-16,"INSIG2","INSIG/"
"1401","Nvec_vc1.1_XM_001634487.3","Nematostella-specific","Nvec-vc1.1-XM-001634487.3",9.42326450799876e-07,-0.930642160425967,0.022,0.039,0.0155813678639759,"FMC1",""
"1402","Nvec_vc1.1_XM_001634488.3","Conserved","Nvec-vc1.1-XM-001634488.3",6.90178157070925e-176,-0.817941059749076,0.564,0.803,1.14120958271677e-171,"","Usp/"
"1403","Nvec_vc1.1_XM_001634491.3","Conserved","Nvec-vc1.1-XM-001634491.3",1.34440325451755e-07,-0.443415485661662,0.086,0.121,0.00222297078134476,"","Usp/"
"1404","Nvec_vc1.1_XM_001634495.3","Conserved","Nvec-vc1.1-XM-001634495.3",3.98530429412461e-30,0.922796028369903,0.187,0.107,6.58970065033505e-26,"NBR1","PB1/ZZ/N_BRCA1_IG/"
"1405","Nvec_vc1.1_XM_001634504.3","Nematostella-specific","Nvec-vc1.1-XM-001634504.3",2.51275766862572e-37,-0.799025904086467,0.169,0.281,4.15484480507262e-33,"EXOSC4","RNase_PH/RNase_PH_C/"
"1406","Nvec_vc1.1_XM_001634505.3","Nematostella-specific","Nvec-vc1.1-XM-001634505.3",4.47223636320424e-25,-2.00530868218594,0.04,0.073,7.39484282655822e-21,"FOXA2","Forkhead_N/Forkhead/HNF_C/"
"1407","Nvec_vc1.1_XM_001634508.3","Divergent","Nvec-vc1.1-XM-001634508.3",3.53578128085632e-11,-0.364095933615668,0.226,0.29,5.84641434789593e-07,"RAB18","Ras/"
"1408","Nvec_vc1.1_XM_001634517.3","Conserved","Nvec-vc1.1-XM-001634517.3",4.03585167112658e-09,-0.39545829340347,0.139,0.186,6.6732807382078e-05,"PDP2","PP2C/"
"1409","Nvec_vc1.1_XM_001634519.3","Divergent","Nvec-vc1.1-XM-001634519.3",8.57291603496659e-07,-0.243948487094708,0.269,0.32,0.0141753166638173,"ZNF622","zf-met/zf-C2H2_2/"
"1410","Nvec_vc1.1_XM_001634539.3","Divergent","Nvec-vc1.1-XM-001634539.3",3.06155506599584e-48,-1.14076872512653,0.1,0.213,5.06228130162412e-44,"HSDL2","adh_short/SCP2/"
"1411","Nvec_vc1.1_XM_001634542.3","Nematostella-specific","Nvec-vc1.1-XM-001634542.3",1.14945997073474e-07,-0.864834993176932,0.029,0.052,0.00190063206160989,"REXO1","EloA-BP1/"
"1412","Nvec_vc1.1_XM_001634543.3","Nematostella-specific","Nvec-vc1.1-XM-001634543.3",3.30039680734312e-15,-0.609576614957285,0.141,0.203,5.45720612094184e-11,"CTH","Cys_Met_Meta_PP/"
"1413","Nvec_vc1.1_XM_001634551.3","Nematostella-specific","Nvec-vc1.1-XM-001634551.3",5.24164143517868e-42,-1.02056512000259,0.094,0.197,8.66705411306795e-38,"PFKFB1","6PF2K/His_Phos_1/"
"1414","Nvec_vc1.1_XM_001634553.3","Nematostella-specific","Nvec-vc1.1-XM-001634553.3",8.5576434590497e-46,-0.76439222241156,0.202,0.335,1.41500634595387e-41,"MRPS25","L51_S25_CI-B8/"
"1415","Nvec_vc1.1_XM_001634554.3","Conserved","Nvec-vc1.1-XM-001634554.3",5.16303483223657e-11,-0.748890376577321,0.058,0.097,8.53707809510317e-07,"POLE4","CBFD_NFYB_HMF/"
"1416","Nvec_vc1.1_XM_001634559.3","Conserved","Nvec-vc1.1-XM-001634559.3",4.28951271091688e-18,0.823927694504851,0.135,0.081,7.09270926750106e-14,"SSUH2",""
"1417","Nvec_vc1.1_XM_001634561.3","Nematostella-specific","Nvec-vc1.1-XM-001634561.3",3.94994860281756e-21,-0.681919630170294,0.135,0.212,6.53124001475884e-17,"PUM3","CPL/"
"1418","Nvec_vc1.1_XM_001634564.3","Nematostella-specific","Nvec-vc1.1-XM-001634564.3",7.01184161551336e-07,-0.432319625985651,0.082,0.114,0.0115940801112513,"YIPF5","Yip1/"
"1419","Nvec_vc1.1_XM_001634567.3","Nematostella-specific","Nvec-vc1.1-XM-001634567.3",6.47806190247533e-18,-0.973815249978129,0.048,0.097,1.0711475355743e-13,"EFCAB7","EF-hand_7/EF-hand_8/"
"1420","Nvec_vc1.1_XM_001634572.3","Nematostella-specific","Nvec-vc1.1-XM-001634572.3",1.14095440712682e-27,-1.48801576579354,0.029,0.083,1.8865681121842e-23,"TDG","UDG/"
"1421","Nvec_vc1.1_XM_001634573.3","Nematostella-specific","Nvec-vc1.1-XM-001634573.3",1.45847681992853e-25,2.30201859636431,0.039,0.009,2.41159142175183e-21,"",""
"1422","Nvec_vc1.1_XM_001634579.3","Divergent","Nvec-vc1.1-XM-001634579.3",2.12617540914e-13,-0.447493003423617,0.181,0.247,3.515631039013e-09,"MRPL46","MRP-L46/NUDIX/"
"1423","Nvec_vc1.1_XM_001634580.3","Conserved","Nvec-vc1.1-XM-001634580.3",2.45777787488061e-21,-4.40214196050192,0.007,0.031,4.06393571611509e-17,"DCBLD2","F5_F8_type_C/"
"1424","Nvec_vc1.1_XM_001634590.3","Nematostella-specific","Nvec-vc1.1-XM-001634590.3",2.97877930162658e-13,-1.07930196732319,0.033,0.068,4.92541157523954e-09,"C3orf84","HDNR/"
"1425","Nvec_vc1.1_XM_001634601.3","Nematostella-specific","Nvec-vc1.1-XM-001634601.3",5.30688889457037e-18,-0.302100625729778,0.39,0.483,8.7749407871721e-14,"CAPZA1","F-actin_cap_A/"
"1426","Nvec_vc1.1_XM_001634653.3","Divergent","Nvec-vc1.1-XM-001634653.3",2.92568583993193e-39,4.42660482660787,0.03,0.002,4.83762153632744e-35,"TTC34","TPR_16/"
"1427","Nvec_vc1.1_XM_001634654.3","Nematostella-specific","Nvec-vc1.1-XM-001634654.3",2.52181900082024e-10,-0.424408899754571,0.098,0.14,4.16982771785626e-06,"TMEM184B","Solute_trans_a/"
"1428","Nvec_vc1.1_XM_001634660.3","Nematostella-specific","Nvec-vc1.1-XM-001634660.3",3.87080705992372e-31,-1.60693719097842,0.033,0.094,6.40037947358387e-27,"PLAC8","PLAC8/"
"1429","Nvec_vc1.1_XM_001634688.3","Nematostella-specific","Nvec-vc1.1-XM-001634688.3",1.32024522227245e-17,-0.569807610492105,0.113,0.176,2.1830254750275e-13,"","Methyltransf_11/"
"1430","Nvec_vc1.1_XM_001634696.3","Divergent","Nvec-vc1.1-XM-001634696.3",2.0848652949866e-52,-0.780755136252533,0.351,0.496,3.44732476526034e-48,"ARL1","Arf/"
"1431","Nvec_vc1.1_XM_001634699.3","Nematostella-specific","Nvec-vc1.1-XM-001634699.3",6.32832819798953e-15,-1.22377189080336,0.026,0.061,1.04638906753757e-10,"PCGF6","zf-C3HC4_2/"
"1432","Nvec_vc1.1_XM_001634706.3","Nematostella-specific","Nvec-vc1.1-XM-001634706.3",2.21474938824738e-21,-0.473484942963924,0.268,0.362,3.66208811346704e-17,"MRPL35","Ribosomal_L35p/"
"1433","Nvec_vc1.1_XM_001634714.3","Nematostella-specific","Nvec-vc1.1-XM-001634714.3",4.85774829975213e-20,-1.30977753179229,0.031,0.076,8.03228681364016e-16,"KLHL20","BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/"
"1434","Nvec_vc1.1_XM_001634717.3","Conserved","Nvec-vc1.1-XM-001634717.3",2.31192055573205e-09,-0.561476159857009,0.082,0.122,3.82276063890294e-05,"NAGK","BcrAD_BadFG/"
"1435","Nvec_vc1.1_XM_001634718.3","Conserved","Nvec-vc1.1-XM-001634718.3",2.59526328002607e-113,-1.50579740360539,0.122,0.318,4.2912678335231e-109,"","DUF1772/"
"1436","Nvec_vc1.1_XM_001634719.3","Conserved","Nvec-vc1.1-XM-001634719.3",1.62923203620413e-15,0.859124860295713,0.111,0.068,2.69393517186352e-11,"KMT5B","SET/"
"1437","Nvec_vc1.1_XM_001634723.3","Nematostella-specific","Nvec-vc1.1-XM-001634723.3",3.8657391467559e-18,-1.42032575869572,0.022,0.06,6.39199967916087e-14,"MAB21L1","Mab-21/"
"1438","Nvec_vc1.1_XM_001634732.3","Nematostella-specific","Nvec-vc1.1-XM-001634732.3",6.9474520480971e-10,-0.837592771488413,0.044,0.076,1.14876119615285e-05,"BIN3","BAR/"
"1439","Nvec_vc1.1_XM_001634735.3","Nematostella-specific","Nvec-vc1.1-XM-001634735.3",1.46860480064096e-09,-0.354313223040417,0.071,0.102,2.42833803785984e-05,"CFAP58",""
"1440","Nvec_vc1.1_XM_001634740.3","Nematostella-specific","Nvec-vc1.1-XM-001634740.3",2.00021769449567e-31,-1.05247174360064,0.077,0.158,3.30735995784859e-27,"RAD51AP1","RAD51_interact/"
"1441","Nvec_vc1.1_XM_001634745.3","Nematostella-specific","Nvec-vc1.1-XM-001634745.3",5.11709059816522e-42,-4.59145010765152,0.006,0.053,8.46110930406619e-38,"",""
"1442","Nvec_vc1.1_XM_001634747.3","Conserved","Nvec-vc1.1-XM-001634747.3",5.03235669796818e-85,-0.606183463928639,0.576,0.739,8.32100180009039e-81,"ADD1","Aldolase_II/"
"1443","Nvec_vc1.1_XM_001634754.3","Nematostella-specific","Nvec-vc1.1-XM-001634754.3",1.28408751152785e-18,0.938520765905578,0.1,0.051,2.12323870031131e-14,"PARD6A","PDZ/"
"1444","Nvec_vc1.1_XM_001634764.3","Nematostella-specific","Nvec-vc1.1-XM-001634764.3",2.27519741377094e-46,-0.62317660919796,0.279,0.424,3.76203892367024e-42,"CTSF","Cystatin/Inhibitor_I29/Peptidase_C1/"
"1445","Nvec_vc1.1_XM_001634769.3","Divergent","Nvec-vc1.1-XM-001634769.3",9.69052490254626e-23,-0.544971951174255,0.222,0.314,1.60232829263602e-18,"ATP6V1B2","ATP-synt_ab_N/ATP-synt_ab/"
"1446","Nvec_vc1.1_XM_001634771.3","Nematostella-specific","Nvec-vc1.1-XM-001634771.3",2.70526582036326e-101,-0.940752830351846,0.273,0.49,4.47315703397066e-97,"HIGD2A","HIG_1_N/"
"1447","Nvec_vc1.1_XM_001634777.3","Nematostella-specific","Nvec-vc1.1-XM-001634777.3",4.96950967731208e-13,-0.598010414094018,0.087,0.136,8.21708425143552e-09,"LRP2BP","Sel1/Sel1/Sel1/Sel1/Sel1/"
"1448","Nvec_vc1.1_XM_001634782.3","Conserved","Nvec-vc1.1-XM-001634782.3",3.73622973287638e-25,-0.784317177611549,0.108,0.187,6.1778558633111e-21,"AIFM2","Pyr_redox_2/"
"1449","Nvec_vc1.1_XM_001634789.3","Conserved","Nvec-vc1.1-XM-001634789.3",2.44056060359346e-68,-1.34860742634666,0.101,0.239,4.03546695804179e-64,"RDH8","adh_short/"
"1450","Nvec_vc1.1_XM_001634797.3","Conserved","Nvec-vc1.1-XM-001634797.3",5.78056693904119e-208,-1.28367932079996,0.293,0.601,9.5581674337046e-204,"QDPR",""
"1451","Nvec_vc1.1_XM_001634799.3","Divergent","Nvec-vc1.1-XM-001634799.3",1.66740847498043e-08,0.822122875167294,0.056,0.034,0.000275705991338014,"HPSE","Glyco_hydro_79n/"
"1452","Nvec_vc1.1_XM_001634802.3","Nematostella-specific","Nvec-vc1.1-XM-001634802.3",9.28193169423774e-12,-4.99456991146965,0,0.011,1.53476740564221e-07,"CALU","EF-hand_8/EF-hand_5/"
"1453","Nvec_vc1.1_XM_001634805.3","Conserved","Nvec-vc1.1-XM-001634805.3",1.14401032686234e-22,-0.916742251914393,0.055,0.112,1.89162107546688e-18,"MRPL28","Ribosomal_L28/"
"1454","Nvec_vc1.1_XM_001634817.3","Conserved","Nvec-vc1.1-XM-001634817.3",2.21155596564357e-140,-1.43721910268523,0.184,0.423,3.65680778919164e-136,"",""
"1455","Nvec_vc1.1_XM_001634829.3","Nematostella-specific","Nvec-vc1.1-XM-001634829.3",6.95720307083291e-13,-0.668250047465126,0.085,0.134,1.15037352776222e-08,"LKAAEAR1","LKAAEAR/"
"1456","Nvec_vc1.1_XM_001634832.3","Conserved","Nvec-vc1.1-XM-001634832.3",3.30701952775926e-12,-1.06981737897525,0.027,0.058,5.46815678914994e-08,"PTRHD1","PTH2/"
"1457","Nvec_vc1.1_XM_001634854.3","Nematostella-specific","Nvec-vc1.1-XM-001634854.3",6.35203711182442e-13,-0.309768890726629,0.521,0.586,1.05030933644017e-08,"TRIB2","Pkinase/"
"1458","Nvec_vc1.1_XM_001634859.3","Nematostella-specific","Nvec-vc1.1-XM-001634859.3",8.68537839109299e-16,-0.660730008339121,0.1,0.159,1.43612731696723e-11,"PEF1","EF-hand_7/EF-hand_5/"
"1459","Nvec_vc1.1_XM_001634860.3","Nematostella-specific","Nvec-vc1.1-XM-001634860.3",2.70507921017441e-29,-0.890995977044544,0.104,0.189,4.47284847402339e-25,"MCCC2","Carboxyl_trans/"
"1460","Nvec_vc1.1_XM_001634862.3","Conserved","Nvec-vc1.1-XM-001634862.3",5.73455410988832e-304,-1.43847711079533,0.319,0.69,9.48208522070034e-300,"","Tropomyosin/"
"1461","Nvec_vc1.1_XM_001634863.3","Divergent","Nvec-vc1.1-XM-001634863.3",2.46374270304584e-13,0.604105648533592,0.127,0.101,4.0737985594863e-09,"","Tropomyosin/"
"1462","Nvec_vc1.1_XM_001634870.3","Nematostella-specific","Nvec-vc1.1-XM-001634870.3",5.0502099796384e-48,-0.870103415994622,0.165,0.296,8.35052220133209e-44,"DCAF13","WD40/WD40/eIF2A/WD40/Sof1/"
"1463","Nvec_vc1.1_XM_001634892.3","Conserved","Nvec-vc1.1-XM-001634892.3",3.02114800539529e-96,-2.04253602223339,0.054,0.199,4.99546822692112e-92,"CAP2",""
"1464","Nvec_vc1.1_XM_001634894.3","Nematostella-specific","Nvec-vc1.1-XM-001634894.3",7.11517947967541e-158,-1.2101818951377,0.301,0.568,1.17649492696433e-153,"TEX49",""
"1465","Nvec_vc1.1_XM_001634899.3","Nematostella-specific","Nvec-vc1.1-XM-001634899.3",4.68183324195869e-14,-0.419010900109992,0.205,0.275,7.7414112655787e-10,"TTC25","TPR_8/TPR_12/TPR_12/"
"1466","Nvec_vc1.1_XM_001634910.3","Nematostella-specific","Nvec-vc1.1-XM-001634910.3",6.84602395034675e-57,-1.17503001166923,0.113,0.241,1.13199006018984e-52,"EIF2A",""
"1467","Nvec_vc1.1_XM_001634914.3","Nematostella-specific","Nvec-vc1.1-XM-001634914.3",2.07254233782641e-12,0.491790381346797,0.2,0.155,3.42694875559597e-08,"ACBD5","ACBP/"
"1468","Nvec_vc1.1_XM_001634923.3","Nematostella-specific","Nvec-vc1.1-XM-001634923.3",2.6595739192339e-87,-0.592406488381576,0.447,0.653,4.39760547545326e-83,"RSPH1","MORN/MORN/MORN/MORN/MORN/MORN/MORN/"
"1469","Nvec_vc1.1_XM_001634931.3","Nematostella-specific","Nvec-vc1.1-XM-001634931.3",3.00834215017401e-09,-3.34780212627502,0.001,0.011,4.97429374531272e-05,"MFSD6","MFS_1_like/"
"1470","Nvec_vc1.1_XM_001634947.3","Nematostella-specific","Nvec-vc1.1-XM-001634947.3",3.13534688373884e-11,-1.19151512684567,0.019,0.045,5.18429607226217e-07,"TAMM41","Tam41_Mmp37/"
"1471","Nvec_vc1.1_XM_001634956.3","Nematostella-specific","Nvec-vc1.1-XM-001634956.3",1.07125094370364e-70,4.58021280936911,0.051,0.002,1.77131343541397e-66,"GSC","Homeodomain/"
"1472","Nvec_vc1.1_XM_001634963.3","Nematostella-specific","Nvec-vc1.1-XM-001634963.3",1.43065657577734e-39,-0.561420993460902,0.23,0.358,2.36559064804782e-35,"ENKUR","Enkurin/"
"1473","Nvec_vc1.1_XM_001634965.3","Nematostella-specific","Nvec-vc1.1-XM-001634965.3",2.16692625058148e-12,-0.562384196176005,0.1,0.151,3.58301255533648e-08,"","zf-C3HC4_3/"
"1474","Nvec_vc1.1_XM_001634986.3","Nematostella-specific","Nvec-vc1.1-XM-001634986.3",1.62249987306904e-313,3.24774754966328,0.307,0.042,2.68280354011966e-309,"STAT5A","STAT_alpha/STAT_bind/SH2/"
"1475","Nvec_vc1.1_XM_001634990.3","Nematostella-specific","Nvec-vc1.1-XM-001634990.3",1.6508360351834e-10,-2.69826762425778,0.002,0.015,2.72965738417576e-06,"TACR1","7tm_1/"
"1476","Nvec_vc1.1_XM_001634991.3","Divergent","Nvec-vc1.1-XM-001634991.3",1.01582484752027e-06,-0.852086390312945,0.025,0.046,0.0167966638537477,"","DegT_DnrJ_EryC1/"
"1477","Nvec_vc1.1_XM_001635002.3","Nematostella-specific","Nvec-vc1.1-XM-001635002.3",1.53010664320053e-60,-0.401311560170814,0.787,0.87,2.53003133453208e-56,"ERH","ER/"
"1478","Nvec_vc1.1_XM_001635003.3","Conserved","Nvec-vc1.1-XM-001635003.3",9.52896341721086e-40,-0.828286188138061,0.17,0.287,1.57561410103582e-35,"SPTLC2","Aminotran_1_2/"
"1479","Nvec_vc1.1_XM_001635015.3","Conserved","Nvec-vc1.1-XM-001635015.3",1.01421322689771e-15,-3.85287182641633,0.002,0.018,1.67700157067537e-11,"PROP1","Homeodomain/"
"1480","Nvec_vc1.1_XM_001635019.3","Divergent","Nvec-vc1.1-XM-001635019.3",1.27934662934444e-11,-0.752216242850653,0.055,0.094,2.11539965162104e-07,"BROX","BRO1/"
"1481","Nvec_vc1.1_XM_001635021.3","Nematostella-specific","Nvec-vc1.1-XM-001635021.3",1.22268050224443e-12,-0.663127737800719,0.09,0.139,2.02170221046117e-08,"MEN1","Menin/Menin/"
"1482","Nvec_vc1.1_XM_001635024.3","Nematostella-specific","Nvec-vc1.1-XM-001635024.3",2.24086066502817e-06,-0.616565892176195,0.047,0.073,0.0370526310962409,"DDX49","DEAD/Helicase_C/"
"1483","Nvec_vc1.1_XM_001635026.3","Nematostella-specific","Nvec-vc1.1-XM-001635026.3",1.62645952898748e-60,-0.87665708707393,0.185,0.339,2.6893508311808e-56,"EXOSC5","RNase_PH/RNase_PH_C/"
"1484","Nvec_vc1.1_XM_001635033.3","Nematostella-specific","Nvec-vc1.1-XM-001635033.3",1.25296853596226e-38,-1.02510684442946,0.101,0.201,2.0717834742136e-34,"GM2A","Gal_Lectin/E1_DerP2_DerF2/"
"1485","Nvec_vc1.1_XM_001635039.3","Nematostella-specific","Nvec-vc1.1-XM-001635039.3",3.10443858983867e-46,3.09576308690326,0.047,0.005,5.13318920829823e-42,"","PG_binding_1/"
"1486","Nvec_vc1.1_XM_001635041.3","Nematostella-specific","Nvec-vc1.1-XM-001635041.3",3.62057671899934e-11,-0.754443704432805,0.052,0.089,5.98662360486541e-07,"SRF","SRF-TF/"
"1487","Nvec_vc1.1_XM_001635070.3","Conserved","Nvec-vc1.1-XM-001635070.3",1.15313812231945e-23,-0.661676410262911,0.172,0.256,1.90671388525522e-19,"AC011462.1","E1_dh/"
"1488","Nvec_vc1.1_XM_001635071.3","Conserved","Nvec-vc1.1-XM-001635071.3",2.56785980461119e-35,-1.50442677746045,0.039,0.108,4.2459561869246e-31,"ARG2","Arginase/"
"1489","Nvec_vc1.1_XM_001635074.3","Nematostella-specific","Nvec-vc1.1-XM-001635074.3",1.69445363149793e-10,-0.213059384651982,0.657,0.718,2.80177907968183e-06,"MAP1LC3C","Atg8/"
"1490","Nvec_vc1.1_XM_001635119.3","Divergent","Nvec-vc1.1-XM-001635119.3",6.49405778192896e-12,-1.03502036658856,0.031,0.064,1.07379245424195e-07,"BNIP1","Sec20/"
"1491","Nvec_vc1.1_XM_001635146.3","Nematostella-specific","Nvec-vc1.1-XM-001635146.3",9.36619695465904e-54,-1.26438402159943,0.087,0.204,1.54870066645287e-49,"",""
"1492","Nvec_vc1.1_XM_001635150.3","Nematostella-specific","Nvec-vc1.1-XM-001635150.3",9.00714199981305e-13,-0.426820171471572,0.142,0.198,1.48933092966909e-08,"RMND5A","CLTH/zf-RING_UBOX/"
"1493","Nvec_vc1.1_XM_001635153.3","Conserved","Nvec-vc1.1-XM-001635153.3",1.01780784668146e-77,-2.44037230620091,0.104,0.186,1.68294527448779e-73,"",""
"1494","Nvec_vc1.1_XM_001635169.3","Conserved","Nvec-vc1.1-XM-001635169.3",1.39003551297405e-15,-0.432502793051571,0.242,0.319,2.29842372070259e-11,"NSD3","PWWP/PHD/PWWP/AWS/SET/C5HCH/"
"1495","Nvec_vc1.1_XM_001635176.3","Nematostella-specific","Nvec-vc1.1-XM-001635176.3",9.75731456891628e-37,-0.380877739113895,0.523,0.652,1.61337196397031e-32,"NPM2","Nucleoplasmin/"
"1496","Nvec_vc1.1_XM_001635177.3","Nematostella-specific","Nvec-vc1.1-XM-001635177.3",7.14594349637782e-15,-0.458002380880244,0.115,0.17,1.18158175712607e-10,"RAB28","Ras/"
"1497","Nvec_vc1.1_XM_001635181.3","Nematostella-specific","Nvec-vc1.1-XM-001635181.3",1.20578566628324e-13,-1.15831485845419,0.031,0.065,1.99376659919934e-09,"B3GAT3","Glyco_transf_43/"
"1498","Nvec_vc1.1_XM_001635189.3","Nematostella-specific","Nvec-vc1.1-XM-001635189.3",4.18795850220737e-08,-0.937455288137204,0.016,0.033,0.000692478938339988,"",""
"1499","Nvec_vc1.1_XM_001635195.3","Conserved","Nvec-vc1.1-XM-001635195.3",9.0288173966998e-07,-1.28919414769686,0.01,0.024,0.0149291495654431,"","AA_kinase/"
"1500","Nvec_vc1.1_XM_001635214.3","Conserved","Nvec-vc1.1-XM-001635214.3",2.99154778033694e-25,-0.756104791525134,0.131,0.215,4.94652425478713e-21,"ABLIM1","LIM/LIM/LIM/LIM/VHP/"
"1501","Nvec_vc1.1_XM_001635222.3","Divergent","Nvec-vc1.1-XM-001635222.3",5.1970117156376e-36,-0.823365083810863,0.164,0.272,8.59325887180678e-32,"WDR1","WD40/WD40/WD40/ANAPC4_WD40/WD40/"
"1502","Nvec_vc1.1_XM_001635232.3","Nematostella-specific","Nvec-vc1.1-XM-001635232.3",1.64737180978147e-11,-3.4077446667313,0.001,0.014,2.72392928747367e-07,"ADRB2","7tm_1/"
"1503","Nvec_vc1.1_XM_001635233.3","Nematostella-specific","Nvec-vc1.1-XM-001635233.3",2.97552464203372e-08,-0.498555592062131,0.095,0.134,0.000492002999560276,"GYS1","Glycogen_syn/"
"1504","Nvec_vc1.1_XM_001635234.3","Nematostella-specific","Nvec-vc1.1-XM-001635234.3",2.83577297039913e-33,-0.727255884971307,0.17,0.277,4.68895060655497e-29,"TWISTNB","SHS2_Rpb7-N/"
"1505","Nvec_vc1.1_XM_001635247.3","Nematostella-specific","Nvec-vc1.1-XM-001635247.3",2.29202261295917e-09,-1.73730453344672,0.005,0.018,3.78985939052799e-05,"FGFR2","Pkinase_Tyr/"
"1506","Nvec_vc1.1_XM_001635255.3","Conserved","Nvec-vc1.1-XM-001635255.3",6.01449985017009e-51,0.654681820505283,0.335,0.282,9.94497550225625e-47,"","VWA/"
"1507","Nvec_vc1.1_XM_001635264.3","Nematostella-specific","Nvec-vc1.1-XM-001635264.3",6.1140214012748e-09,-0.593889418095181,0.076,0.114,0.000101095343870079,"ARSK","Metalloenzyme/iPGM_N/"
"1508","Nvec_vc1.1_XM_001635276.3","Conserved","Nvec-vc1.1-XM-001635276.3",2.89229859861451e-83,-1.35323399638538,0.19,0.365,4.78241573280909e-79,"HES1","HLH/"
"1509","Nvec_vc1.1_XM_001635277.3","Nematostella-specific","Nvec-vc1.1-XM-001635277.3",7.06614970434065e-29,-1.15027161016038,0.069,0.141,1.16838785361273e-24,"HES1","HLH/Hairy_orange/"
"1510","Nvec_vc1.1_XM_001635292.3","Nematostella-specific","Nvec-vc1.1-XM-001635292.3",1.24386855656792e-18,-0.364626748916377,0.238,0.321,2.05673665828505e-14,"PITPNA","IP_trans/"
"1511","Nvec_vc1.1_XM_001635301.3","Nematostella-specific","Nvec-vc1.1-XM-001635301.3",1.35068398001873e-48,-1.91533755523799,0.029,0.109,2.23335596096097e-44,"CMBL","DLH/"
"1512","Nvec_vc1.1_XM_001635307.3","Nematostella-specific","Nvec-vc1.1-XM-001635307.3",1.97922963076628e-57,-2.15140491347151,0.031,0.118,3.27265619447204e-53,"NNMT","NNMT_PNMT_TEMT/"
"1513","Nvec_vc1.1_XM_001635319.3","Divergent","Nvec-vc1.1-XM-001635319.3",8.0409204360837e-15,0.851566653059777,0.101,0.059,1.32956619410644e-10,"",""
"1514","Nvec_vc1.1_XM_001635324.3","Nematostella-specific","Nvec-vc1.1-XM-001635324.3",2.16769415336067e-23,-0.717784780266347,0.144,0.225,3.58428228258186e-19,"STPG3","SHIPPO-rpt/SHIPPO-rpt/"
"1515","Nvec_vc1.1_XM_001635326.3","Divergent","Nvec-vc1.1-XM-001635326.3",1.33197033885478e-56,-0.858059629496854,0.221,0.374,2.20241295529638e-52,"CFAP77","DUF4483/"
"1516","Nvec_vc1.1_XM_001635332.3","Nematostella-specific","Nvec-vc1.1-XM-001635332.3",1.66161569976215e-40,-1.12154660468741,0.088,0.186,2.74748155955671e-36,"RAB14","Ras/"
"1517","Nvec_vc1.1_XM_001635348.3","Divergent","Nvec-vc1.1-XM-001635348.3",1.38246305213654e-61,-0.928679536896827,0.191,0.345,2.28590265670777e-57,"SELENOF","Sep15_SelM/"
"1518","Nvec_vc1.1_XM_001635369.3","Nematostella-specific","Nvec-vc1.1-XM-001635369.3",1.27779982243353e-19,-0.501622052790301,0.199,0.283,2.11284200639385e-15,"BUB3","WD40/WD40/WD40/"
"1519","Nvec_vc1.1_XM_001635385.3","Nematostella-specific","Nvec-vc1.1-XM-001635385.3",1.81013809107806e-168,-0.571232496765669,0.857,0.939,2.99306333359757e-164,"CFL1","Cofilin_ADF/"
"1520","Nvec_vc1.1_XM_001635406.3","Divergent","Nvec-vc1.1-XM-001635406.3",6.24529942887965e-32,-0.867560320315632,0.124,0.218,1.03266026056525e-27,"SURF2","SURF2/"
